county,state,sab,fips,per_dem,per_gop
Baxter,Arkansas,AR,5005,0.21270181892499998,0.7487737584299999
Benton,Arkansas,AR,5007,0.29591988288000004,0.644490887102
Boone,Arkansas,AR,5009,0.183823529412,0.7682880844650001
Bradley,Arkansas,AR,5011,0.364113906552,0.598009400055
Calhoun,Arkansas,AR,5013,0.282666666667,0.690666666667
Carroll,Arkansas,AR,5015,0.31287537537500004,0.635604354354
Chicot,Arkansas,AR,5017,0.56640154254,0.413593637021
Clark,Arkansas,AR,5019,0.43108188882200005,0.525762104005
Clay,Arkansas,AR,5021,0.334392773503,0.632151221144
Cleburne,Arkansas,AR,5023,0.175551470588,0.7899398395720001
Cleveland,Arkansas,AR,5025,0.2191573204,0.7456805092450001
Columbia,Arkansas,AR,5027,0.35532420504699996,0.617404096413
Conway,Arkansas,AR,5029,0.338777593467,0.618093658288
Craighead,Arkansas,AR,5031,0.299530999771,0.651967513155
Crawford,Arkansas,AR,5033,0.20203114421100002,0.7517490408490001
Crittenden,Arkansas,AR,5035,0.5296873021899999,0.440119002405
Cross,Arkansas,AR,5037,0.292050944225,0.6700336700339999
Dallas,Arkansas,AR,5039,0.425027362277,0.549799343305
Desha,Arkansas,AR,5041,0.526975863701,0.453147184098
Drew,Arkansas,AR,5043,0.360805860806,0.6054639804640001
Faulkner,Arkansas,AR,5045,0.313281856613,0.62915192822
Franklin,Arkansas,AR,5047,0.20543445804699997,0.751567632129
Fulton,Arkansas,AR,5049,0.224915682968,0.7314502529510001
Garland,Arkansas,AR,5051,0.3045095074,0.645883432085
Grant,Arkansas,AR,5053,0.205251641138,0.752735229759
Greene,Arkansas,AR,5055,0.21189848842,0.7417833864929999
Hempstead,Arkansas,AR,5057,0.339490263459,0.62872279496
Hot Spring,Arkansas,AR,5059,0.265509944985,0.6900550148119999
Howard,Arkansas,AR,5061,0.29132498921,0.680837289599
Independence,Arkansas,AR,5063,0.21408911701299999,0.738302462248
Izard,Arkansas,AR,5065,0.20589325426199998,0.749073387695
Jackson,Arkansas,AR,5067,0.310818770862,0.640486942863
Jefferson,Arkansas,AR,5069,0.612116964529,0.359420628431
Johnson,Arkansas,AR,5071,0.26908969656599996,0.6748916305439999
Lafayette,Arkansas,AR,5073,0.362610229277,0.617283950617
Lawrence,Arkansas,AR,5075,0.224373778646,0.7219754841
Lee,Arkansas,AR,5077,0.577563249001,0.40912117177100005
Lincoln,Arkansas,AR,5079,0.32826428945999997,0.64368117462
Little River,Arkansas,AR,5081,0.26906779660999997,0.694144838213
Logan,Arkansas,AR,5083,0.21839520347,0.731853552749
Lonoke,Arkansas,AR,5085,0.210640364642,0.7435552566689999
Madison,Arkansas,AR,5087,0.23400176939,0.725007372457
Marion,Arkansas,AR,5089,0.204971717773,0.7557308722830001
Miller,Arkansas,AR,5091,0.266812363409,0.705151420543
Mississippi,Arkansas,AR,5093,0.43255098114699997,0.537745286649
Monroe,Arkansas,AR,5095,0.469269703543,0.506146059291
Montgomery,Arkansas,AR,5097,0.213352685051,0.7468795355589999
Nevada,Arkansas,AR,5099,0.35756263532300003,0.618929786576
Newton,Arkansas,AR,5101,0.18734923612999999,0.7705708925220001
Ouachita,Arkansas,AR,5103,0.437202712276,0.541139560773
Perry,Arkansas,AR,5105,0.24566816995000001,0.707097080465
Phillips,Arkansas,AR,5107,0.62257035103,0.354366115463
Pike,Arkansas,AR,5109,0.172901921132,0.7962588473209999
Poinsett,Arkansas,AR,5111,0.355479840999,0.596062843082
Polk,Arkansas,AR,5113,0.148996429011,0.8134466198739999
Pope,Arkansas,AR,5115,0.223624970991,0.7284288698070001
Prairie,Arkansas,AR,5117,0.238542890717,0.735311398355
Pulaski,Arkansas,AR,5119,0.566652718604,0.387895617772
Randolph,Arkansas,AR,5121,0.22572469507399998,0.714082052907
St. Francis,Arkansas,AR,5123,0.5438478143550001,0.431057744199
Saline,Arkansas,AR,5125,0.254892151392,0.689846260414
Scott,Arkansas,AR,5127,0.16804772953299998,0.788200198873
Searcy,Arkansas,AR,5129,0.162520281233,0.7990805840999999
Sebastian,Arkansas,AR,5131,0.279725417269,0.660490851069
Sevier,Arkansas,AR,5133,0.23798981625,0.7263670577820001
Sharp,Arkansas,AR,5135,0.204728789986,0.75173852573
Stone,Arkansas,AR,5137,0.215125746336,0.7383752487790001
Union,Arkansas,AR,5139,0.346860080793,0.624372628229
Van Buren,Arkansas,AR,5141,0.217550274223,0.7568555758679999
Washington,Arkansas,AR,5143,0.413240694535,0.517165048047
White,Arkansas,AR,5145,0.18786200867,0.7663837382969999
Woodruff,Arkansas,AR,5147,0.438039215686,0.527058823529
Yell,Arkansas,AR,5149,0.230395993113,0.719987478479
Alameda,California,CA,6001,0.7931424750689999,0.148711258246
Alpine,California,CA,6003,0.553043478261,0.366956521739
Amador,California,CA,6005,0.34353543581999996,0.5957756313279999
Butte,California,CA,6007,0.440265461541,0.480300977836
Calaveras,California,CA,6009,0.346467269634,0.585295961315
Colusa,California,CA,6011,0.403245374583,0.538519866545
Contra Costa,California,CA,6013,0.689128114392,0.254389718539
Del Norte,California,CA,6015,0.372289285333,0.5484456788800001
El Dorado,California,CA,6017,0.394976913077,0.533834670731
Fresno,California,CA,6019,0.49411821116899995,0.45531518716200003
Glenn,California,CA,6021,0.326793901269,0.617123360699
Humboldt,California,CA,6023,0.582590082055,0.32355214651
Imperial,California,CA,6025,0.6818279801680001,0.270532442337
Inyo,California,CA,6027,0.394572286143,0.531265632816
Kern,California,CA,6029,0.39720289355800004,0.5473142725919999
Kings,California,CA,6031,0.40006201550399995,0.54096124031
Lake,California,CA,6033,0.478344193177,0.440935224224
Lassen,California,CA,6035,0.213394741892,0.7267319132600001
Los Angeles,California,CA,6037,0.714071865319,0.233886938213
Madera,California,CA,6039,0.38767766979,0.5609841520009999
Marin,California,CA,6041,0.7881500077310001,0.159458254882
Mariposa,California,CA,6043,0.351695392588,0.584093725358
Mendocino,California,CA,6045,0.603847835592,0.312286838653
Merced,California,CA,6047,0.513980669285,0.434729440538
Modoc,California,CA,6049,0.237570705567,0.7183685620720001
Mono,California,CA,6051,0.523088863019,0.403570042685
Monterey,California,CA,6053,0.669587074351,0.272849517978
Napa,California,CA,6055,0.647661723566,0.295744312133
Nevada,California,CA,6057,0.48707077996299997,0.44157796620399997
Orange,California,CA,6059,0.509601544158,0.432801094389
Placer,California,CA,6061,0.411666622379,0.524652565567
Plumas,California,CA,6063,0.36511891279700004,0.575198187995
Riverside,California,CA,6065,0.496107441063,0.452762678244
Sacramento,California,CA,6067,0.585567433683,0.348695045837
San Benito,California,CA,6069,0.5719326200770001,0.36825631686800003
San Bernardino,California,CA,6071,0.521920294998,0.42413027758
San Diego,California,CA,6073,0.560710165858,0.382352214351
San Francisco,California,CA,6075,0.8553169356270001,0.09442505372369998
San Joaquin,California,CA,6077,0.53880957953,0.409944373436
San Luis Obispo,California,CA,6079,0.50572747341,0.422813566125
San Mateo,California,CA,6081,0.763759178293,0.186891084839
Santa Clara,California,CA,6085,0.733480189578,0.20852979907400002
Santa Cruz,California,CA,6087,0.7504691257960001,0.177589442247
Shasta,California,CA,6089,0.282148468727,0.655883893376
Sierra,California,CA,6091,0.333148558758,0.580931263858
Siskiyou,California,CA,6093,0.358237547893,0.565234926396
Solano,California,CA,6095,0.622546726726,0.317780184152
Sonoma,California,CA,6097,0.707222967207,0.228093380471
Stanislaus,California,CA,6099,0.47353994146300005,0.46726996752899996
Sutter,California,CA,6101,0.388806730422,0.551447632193
Tehama,California,CA,6103,0.287256830601,0.654907103825
Trinity,California,CA,6105,0.39779474130599995,0.510814249364
Tulare,California,CA,6107,0.41343540831799996,0.533863446511
Tuolumne,California,CA,6109,0.36554192229000004,0.574556918882
Ventura,California,CA,6111,0.553749663019,0.385746440995
Yolo,California,CA,6113,0.680718250598,0.26031645694600003
Yuba,California,CA,6115,0.34352740051299996,0.584718396809
Adams,Colorado,CO,8001,0.493767309065,0.42145324768
Alamosa,Colorado,CO,8003,0.459330143541,0.439466434682
Arapahoe,Colorado,CO,8005,0.526755852843,0.389259314488
Archuleta,Colorado,CO,8007,0.341426611797,0.5807956104249999
Baca,Colorado,CO,8009,0.131941148552,0.81442809682
Bent,Colorado,CO,8011,0.30708245243099996,0.616279069767
Boulder,Colorado,CO,8013,0.7056610179080001,0.21934534755399998
Broomfield,Colorado,CO,8014,0.523003588453,0.38219698998400004
Chaffee,Colorado,CO,8015,0.43394854077600004,0.480316392399
Cheyenne,Colorado,CO,8017,0.118029739777,0.8410780669140001
Clear Creek,Colorado,CO,8019,0.467281272596,0.438539407086
Conejos,Colorado,CO,8021,0.441561712846,0.47481108312299997
Costilla,Colorado,CO,8023,0.609340659341,0.31923076923099997
Crowley,Colorado,CO,8025,0.22236929186,0.707478491066
Custer,Colorado,CO,8027,0.260117493473,0.6719973890340001
Delta,Colorado,CO,8029,0.242962607286,0.6952763939740001
Denver,Colorado,CO,8031,0.751690767184,0.187854888911
Dolores,Colorado,CO,8033,0.184552845528,0.7609756097560001
Douglas,Colorado,CO,8035,0.366530357865,0.547666167354
Eagle,Colorado,CO,8037,0.559550661183,0.36057671045100004
Elbert,Colorado,CO,8039,0.194786155905,0.735292242973
El Paso,Colorado,CO,8041,0.33774694914700004,0.563425510657
Fremont,Colorado,CO,8043,0.241087751371,0.6885740402189999
Garfield,Colorado,CO,8045,0.42559252506800005,0.496467639015
Gilpin,Colorado,CO,8047,0.457190822608,0.437604924454
Grand,Colorado,CO,8049,0.38987430987899996,0.524726888288
Gunnison,Colorado,CO,8051,0.54500483923,0.349499946231
Hinsdale,Colorado,CO,8053,0.334465195246,0.575551782683
Huerfano,Colorado,CO,8055,0.432396606575,0.497083775186
Jackson,Colorado,CO,8057,0.19837587007,0.728538283063
Jefferson,Colorado,CO,8059,0.490697156002,0.420745713649
Kiowa,Colorado,CO,8061,0.106682297773,0.851113716295
Kit Carson,Colorado,CO,8063,0.145585386106,0.8009964018819999
Lake,Colorado,CO,8065,0.503937007874,0.39811023622
La Plata,Colorado,CO,8067,0.49801445218400003,0.40593060347599996
Larimer,Colorado,CO,8069,0.47535547223499997,0.426123147857
Las Animas,Colorado,CO,8071,0.39055729867,0.546242342746
Lincoln,Colorado,CO,8073,0.16611157368899998,0.7797668609489999
Logan,Colorado,CO,8075,0.18996083281800002,0.749536178108
Mesa,Colorado,CO,8077,0.279902772584,0.64278273412
Mineral,Colorado,CO,8079,0.36349693251500004,0.527607361963
Moffat,Colorado,CO,8081,0.13425499232000002,0.813056835637
Montezuma,Colorado,CO,8083,0.30851566189199997,0.611600818511
Montrose,Colorado,CO,8085,0.25809207403900003,0.678832463218
Morgan,Colorado,CO,8087,0.263122476447,0.6816958277249999
Otero,Colorado,CO,8089,0.341206828106,0.5930924970229999
Ouray,Colorado,CO,8091,0.514146638272,0.406753878917
Park,Colorado,CO,8093,0.327086383602,0.5908247925819999
Phillips,Colorado,CO,8095,0.186963979417,0.768010291595
Pitkin,Colorado,CO,8097,0.696928853374,0.24280350438
Prowers,Colorado,CO,8099,0.235636801928,0.7047006830050001
Pueblo,Colorado,CO,8101,0.46488221985600003,0.46157173276600005
Rio Blanco,Colorado,CO,8103,0.12601862631,0.809662398137
Rio Grande,Colorado,CO,8105,0.36169825072899997,0.5575801749270001
Routt,Colorado,CO,8107,0.54363926808,0.373874528028
Saguache,Colorado,CO,8109,0.49685999261200003,0.409678611008
San Juan,Colorado,CO,8111,0.52371541502,0.424901185771
San Miguel,Colorado,CO,8113,0.686615634424,0.2389236836
Sedgwick,Colorado,CO,8115,0.195747800587,0.744134897361
Summit,Colorado,CO,8117,0.591619450844,0.315297926655
Teller,Colorado,CO,8119,0.249735971274,0.674505386186
Washington,Colorado,CO,8121,0.106720827179,0.843426883309
Weld,Colorado,CO,8123,0.342843261828,0.567172434412
Yuma,Colorado,CO,8125,0.15030017152699998,0.805102915952
Fairfield,Connecticut,CT,9001,0.5818552740940001,0.378905574012
Hartford,Connecticut,CT,9003,0.585615915074,0.370503407904
Litchfield,Connecticut,CT,9005,0.408851119732,0.547816983804
Middlesex,Connecticut,CT,9007,0.512499717201,0.439435759372
New Haven,Connecticut,CT,9009,0.541623105592,0.42130675243199994
Tolland,Connecticut,CT,9013,0.49890357990900003,0.441020384331
Windham,Connecticut,CT,9015,0.429481490247,0.507622823107
Kent,Delaware,DE,10001,0.449099699675,0.498148222967
New Castle,Delaware,DE,10003,0.6230399131059999,0.327026634234
Sussex,Delaware,DE,10005,0.371680495965,0.591670289376
Alachua,Florida,FL,12001,0.589625040093,0.36443004998899997
Baker,Florida,FL,12003,0.167167959474,0.814785499446
Bay,Florida,FL,12005,0.24886690915800003,0.711523677296
Bradford,Florida,FL,12007,0.241692841792,0.736733344354
Brevard,Florida,FL,12009,0.38024476914899996,0.577787533762
Broward,Florida,FL,12011,0.6647197440079999,0.314182517315
Calhoun,Florida,FL,12013,0.20372507005100002,0.765946925993
Charlotte,Florida,FL,12015,0.3469680138699999,0.624939007298
Citrus,Florida,FL,12017,0.286028395527,0.683213971604
Clay,Florida,FL,12019,0.261068228613,0.704173443773
Collier,Florida,FL,12021,0.35741473857100003,0.617559602358
Columbia,Florida,FL,12023,0.26481042654,0.709471703373
De Soto,Florida,FL,12027,0.349502834309,0.6267075550600001
Dixie,Florida,FL,12029,0.17633990558200002,0.808386559289
Duval,Florida,FL,12031,0.474949502489,0.48995647651
Escambia,Florida,FL,12033,0.376719060214,0.582880963531
Flagler,Florida,FL,12035,0.382927211607,0.588786511766
Franklin,Florida,FL,12037,0.289521905714,0.686156921539
Gadsden,Florida,FL,12039,0.6791068436069999,0.30440690248700003
Gilchrist,Florida,FL,12041,0.173081492041,0.8006652411499999
Glades,Florida,FL,12043,0.291848450057,0.68794489093
Gulf,Florida,FL,12045,0.23560928699,0.730869624948
Hamilton,Florida,FL,12047,0.34837644468900003,0.630893414052
Hardee,Florida,FL,12049,0.283357529365,0.691302626369
Hendry,Florida,FL,12051,0.41509094183300005,0.557536466775
Hernando,Florida,FL,12053,0.338929248599,0.628784166684
Highlands,Florida,FL,12055,0.32685516243,0.6472833358919999
Hillsborough,Florida,FL,12057,0.514932646806,0.446883738438
Holmes,Florida,FL,12059,0.100164589701,0.8789090054080001
Indian River,Florida,FL,12061,0.362929772082,0.6078325844520001
Jackson,Florida,FL,12063,0.303995808925,0.6777634900220001
Jefferson,Florida,FL,12065,0.462897526502,0.514330585002
Lafayette,Florida,FL,12067,0.15259259259299998,0.828148148148
Lake,Florida,FL,12069,0.36843871028499997,0.599700997069
Lee,Florida,FL,12071,0.382830412803,0.586687415783
Leon,Florida,FL,12073,0.605140694422,0.35397070923199997
Levy,Florida,FL,12075,0.26286983012299997,0.710383642278
Liberty,Florida,FL,12077,0.19757207890700001,0.771471927162
Madison,Florida,FL,12079,0.414677172763,0.570269316712
Manatee,Florida,FL,12081,0.39808201836199997,0.569574447824
Marion,Florida,FL,12083,0.355090695475,0.617302346907
Martin,Florida,FL,12085,0.35173370966,0.6202633512560001
Miami-Dade,Florida,FL,12086,0.636584344059,0.34093821206299996
Monroe,Florida,FL,12087,0.44655229297300003,0.515742093604
Nassau,Florida,FL,12089,0.23312632958700003,0.7353503663750001
Okaloosa,Florida,FL,12091,0.235562355326,0.7131943133609999
Orange,Florida,FL,12095,0.603845731037,0.357440454379
Osceola,Florida,FL,12097,0.609275544538,0.358991577428
Palm Beach,Florida,FL,12099,0.5651114137259999,0.41197136488499997
Pasco,Florida,FL,12101,0.37372411903,0.589430016527
Pinellas,Florida,FL,12103,0.47470499674500005,0.48572998046899996
Polk,Florida,FL,12105,0.412862719675,0.553912933185
Putnam,Florida,FL,12107,0.303809873821,0.6698823961779999
St. Johns,Florida,FL,12109,0.315539034547,0.649840166579
St. Lucie,Florida,FL,12111,0.47474969978200005,0.49916507379299996
Santa Rosa,Florida,FL,12113,0.210426388508,0.744876017934
Sarasota,Florida,FL,12115,0.42744924707599996,0.543077077927
Seminole,Florida,FL,12117,0.47068549806800003,0.48697058967699997
Sumter,Florida,FL,12119,0.295254993542,0.6878367623839999
Suwannee,Florida,FL,12121,0.21178045515399999,0.7647121820620001
Taylor,Florida,FL,12123,0.231598232568,0.746093329023
Union,Florida,FL,12125,0.17811347268599997,0.8022132443350001
Volusia,Florida,FL,12127,0.417945940132,0.548447200197
Wakulla,Florida,FL,12129,0.283368091762,0.684762773723
Walton,Florida,FL,12131,0.20444590124899997,0.765666438213
Washington,Florida,FL,12133,0.202889447236,0.774407753051
Appling,Georgia,GA,13001,0.204769384549,0.784235327717
Atkinson,Georgia,GA,13003,0.267281105991,0.719278033794
Bacon,Georgia,GA,13005,0.151371571072,0.8369077306730001
Baker,Georgia,GA,13007,0.451388888889,0.538194444444
Baldwin,Georgia,GA,13009,0.49548989113499997,0.47844479004699997
Banks,Georgia,GA,13011,0.098473941837,0.882522315001
Barrow,Georgia,GA,13013,0.228250312196,0.732100735396
Bartow,Georgia,GA,13015,0.208949901943,0.760996357894
Ben Hill,Georgia,GA,13017,0.35421239236900004,0.6304237717369999
Berrien,Georgia,GA,13019,0.158616486363,0.824013408502
Bibb,Georgia,GA,13021,0.589486858573,0.387282047765
Bleckley,Georgia,GA,13023,0.221726793677,0.753344142683
Brantley,Georgia,GA,13025,0.0984884645982,0.884805091488
Brooks,Georgia,GA,13027,0.399489470325,0.5869495851950001
Bryan,Georgia,GA,13029,0.26621522937,0.697935338246
Bulloch,Georgia,GA,13031,0.364871019834,0.599395470167
Burke,Georgia,GA,13033,0.505882352941,0.480320855615
Butts,Georgia,GA,13035,0.270760789279,0.708768597657
Calhoun,Georgia,GA,13037,0.582303509639,0.40978744439000003
Camden,Georgia,GA,13039,0.314156706507,0.652695883134
Candler,Georgia,GA,13043,0.272291722119,0.7082778812880001
Carroll,Georgia,GA,13045,0.28397037308,0.6854197147040001
Catoosa,Georgia,GA,13047,0.179894379479,0.786872878159
Charlton,Georgia,GA,13049,0.250499001996,0.736027944112
Chatham,Georgia,GA,13051,0.556516653618,0.41173252337
Chattahoochee,Georgia,GA,13053,0.428468208092,0.53901734104
Chattooga,Georgia,GA,13055,0.19548872180500002,0.783046325491
Cherokee,Georgia,GA,13057,0.22741258741300002,0.727371982856
Clarke,Georgia,GA,13059,0.667420456344,0.28699034395399997
Clay,Georgia,GA,13061,0.548387096774,0.445318646735
Clayton,Georgia,GA,13063,0.8506432381550001,0.13156125330600002
Clinch,Georgia,GA,13065,0.280392959476,0.705689725747
Cobb,Georgia,GA,13067,0.488370953116,0.46749626253
Coffee,Georgia,GA,13069,0.294329303397,0.6890472078300001
Colquitt,Georgia,GA,13071,0.25456150676899997,0.727781047675
Columbia,Georgia,GA,13073,0.29386197227,0.670821000156
Cook,Georgia,GA,13075,0.290162305399,0.691454123882
Coweta,Georgia,GA,13077,0.270276441328,0.693353991682
Crawford,Georgia,GA,13079,0.275159976731,0.7042854372699999
Crisp,Georgia,GA,13081,0.37799999999999995,0.6052
Dade,Georgia,GA,13083,0.15469701827500001,0.809073420968
Dawson,Georgia,GA,13085,0.12363013698599999,0.845890410959
Decatur,Georgia,GA,13087,0.400859542879,0.586931041219
Dodge,Georgia,GA,13091,0.262473195139,0.717798427448
Dooly,Georgia,GA,13093,0.48488008342,0.505995828989
Dougherty,Georgia,GA,13095,0.68456890199,0.301459100958
Douglas,Georgia,GA,13097,0.539893663384,0.4323716551899999
Early,Georgia,GA,13099,0.452739439565,0.533667921372
Echols,Georgia,GA,13101,0.132765957447,0.856170212766
Effingham,Georgia,GA,13103,0.20735199829,0.763624706134
Elbert,Georgia,GA,13105,0.31686046511599997,0.665950455005
Emanuel,Georgia,GA,13107,0.310410819087,0.6800204133709999
Evans,Georgia,GA,13109,0.313714602998,0.667406996113
Fannin,Georgia,GA,13111,0.163209792588,0.8179190751450001
Fayette,Georgia,GA,13113,0.385099441933,0.580157981022
Floyd,Georgia,GA,13115,0.266481751825,0.70204379562
Forsyth,Georgia,GA,13117,0.240736173624,0.7172760342810001
Franklin,Georgia,GA,13119,0.14668397450999998,0.8324286051450001
Fulton,Georgia,GA,13121,0.692273308888,0.271069054186
Gilmer,Georgia,GA,13123,0.15377959568900001,0.823173129867
Glascock,Georgia,GA,13125,0.09928057553960001,0.888489208633
Glynn,Georgia,GA,13127,0.344819482389,0.6310625422280001
Gordon,Georgia,GA,13129,0.16848806366,0.804827586207
Grady,Georgia,GA,13131,0.327092630891,0.6582126918469999
Greene,Georgia,GA,13133,0.361680443891,0.621447174725
Gwinnett,Georgia,GA,13135,0.509562221584,0.45214258592100004
Habersham,Georgia,GA,13137,0.15395585317500002,0.81746031746
Hall,Georgia,GA,13139,0.230319535739,0.7368998902089999
Hancock,Georgia,GA,13141,0.7544792833149999,0.23544232922699998
Haralson,Georgia,GA,13143,0.130246531766,0.8464257312010001
Harris,Georgia,GA,13145,0.249023914104,0.727855051245
Hart,Georgia,GA,13147,0.256326287586,0.7229334127220001
Heard,Georgia,GA,13149,0.176652401331,0.8012363290539999
Henry,Georgia,GA,13151,0.509011903669,0.465548721401
Houston,Georgia,GA,13153,0.377105055491,0.593545895666
Irwin,Georgia,GA,13155,0.243235856791,0.74091281771
Jackson,Georgia,GA,13157,0.165169826662,0.8040063569499999
Jasper,Georgia,GA,13159,0.25664893617,0.723570478723
Jeff Davis,Georgia,GA,13161,0.177048536058,0.806052269601
Jefferson,Georgia,GA,13163,0.54932218056,0.440871070089
Jenkins,Georgia,GA,13165,0.365194462755,0.623599208965
Johnson,Georgia,GA,13167,0.30852797392700004,0.684139054861
Jones,Georgia,GA,13169,0.316192909614,0.663046949856
Lamar,Georgia,GA,13171,0.299273927393,0.6842244224420001
Lanier,Georgia,GA,13173,0.281370150297,0.693463823838
Laurens,Georgia,GA,13175,0.346410941999,0.6376491155899999
Lee,Georgia,GA,13177,0.22444349921999998,0.7543598468739999
Liberty,Georgia,GA,13179,0.59265016789,0.380860589479
Lincoln,Georgia,GA,13181,0.31,0.672926829268
Long,Georgia,GA,13183,0.330007301046,0.638354830859
Lowndes,Georgia,GA,13185,0.396979327955,0.5788172656399999
Lumpkin,Georgia,GA,13187,0.17981174943199998,0.780022719896
Macon,Georgia,GA,13193,0.630977373455,0.359225565664
Madison,Georgia,GA,13195,0.202846379238,0.7697781498530001
Marion,Georgia,GA,13197,0.381087024819,0.603518693057
Meriwether,Georgia,GA,13199,0.41389826816299996,0.568129833351
Miller,Georgia,GA,13201,0.244881889764,0.743307086614
Mitchell,Georgia,GA,13205,0.444444444444,0.543718976709
Monroe,Georgia,GA,13207,0.281656804734,0.6959368836290001
Montgomery,Georgia,GA,13209,0.237921348315,0.7494382022470001
Morgan,Georgia,GA,13211,0.281717011129,0.6951775304719999
Murray,Georgia,GA,13213,0.144823699887,0.8323941394300001
Muscogee,Georgia,GA,13215,0.579654566745,0.39375
Newton,Georgia,GA,13217,0.500970607715,0.477470482107
Oconee,Georgia,GA,13219,0.27603783499699996,0.677088807147
Oglethorpe,Georgia,GA,13221,0.275037593985,0.695037593985
Paulding,Georgia,GA,13223,0.278695376233,0.691103852882
Peach,Georgia,GA,13225,0.475091130012,0.505187400692
Pickens,Georgia,GA,13227,0.141396080675,0.833285652982
Pierce,Georgia,GA,13229,0.12374948609000001,0.863505550226
Pike,Georgia,GA,13231,0.14282420749299998,0.838386167147
Polk,Georgia,GA,13233,0.202217827377,0.777369684984
Pulaski,Georgia,GA,13235,0.30683713174000005,0.6770428015559999
Putnam,Georgia,GA,13237,0.291061393277,0.690912946665
Quitman,Georgia,GA,13239,0.44157088122599997,0.550766283525
Rabun,Georgia,GA,13241,0.18153226821,0.7909170964899999
Randolph,Georgia,GA,13243,0.551640759931,0.438687392055
Richmond,Georgia,GA,13245,0.6498425659089999,0.326088696766
Rockdale,Georgia,GA,13247,0.61736146213,0.35816329245300005
Schley,Georgia,GA,13249,0.21005762179200002,0.771084337349
Screven,Georgia,GA,13251,0.40357957536399997,0.57992630286
Seminole,Georgia,GA,13253,0.331562762091,0.655018171652
Spalding,Georgia,GA,13255,0.36033153431000003,0.602775636083
Stephens,Georgia,GA,13257,0.188012295082,0.787090163934
Stewart,Georgia,GA,13259,0.5942523136869999,0.392109108622
Sumter,Georgia,GA,13261,0.503052948145,0.480725416932
Talbot,Georgia,GA,13263,0.6170212765959999,0.368794326241
Taliaferro,Georgia,GA,13265,0.6075808249719999,0.389074693423
Tattnall,Georgia,GA,13267,0.24393080389600003,0.7402238697490001
Taylor,Georgia,GA,13269,0.380658436214,0.6061140505579999
Telfair,Georgia,GA,13271,0.346072746442,0.6454928835
Terrell,Georgia,GA,13273,0.5424742761429999,0.447954055994
Thomas,Georgia,GA,13275,0.38109983982900003,0.599305926321
Tift,Georgia,GA,13277,0.304157549234,0.678336980306
Toombs,Georgia,GA,13279,0.256697408871,0.725955204216
Towns,Georgia,GA,13281,0.179304192685,0.799435028249
Treutlen,Georgia,GA,13283,0.318518518519,0.66962962963
Troup,Georgia,GA,13285,0.37207769549900005,0.6064823789399999
Turner,Georgia,GA,13287,0.366666666667,0.617699115044
Twiggs,Georgia,GA,13289,0.486059708858,0.501850481125
Union,Georgia,GA,13291,0.16297034637399999,0.8180912035879999
Upson,Georgia,GA,13293,0.317740754302,0.667154888319
Walker,Georgia,GA,13295,0.17598897197000002,0.791094030661
Walton,Georgia,GA,13297,0.204799010513,0.76915275201
Ware,Georgia,GA,13299,0.282798353909,0.7002469135799999
Warren,Georgia,GA,13301,0.5630360205830001,0.424957118353
Washington,Georgia,GA,13303,0.497150320589,0.491332225125
Wayne,Georgia,GA,13305,0.19651117964499998,0.785177332305
Webster,Georgia,GA,13307,0.42280071813299996,0.56552962298
Wheeler,Georgia,GA,13309,0.307326355852,0.676022835395
White,Georgia,GA,13311,0.142044006457,0.8283918103810001
Whitfield,Georgia,GA,13313,0.2610170608,0.7085830972930001
Wilcox,Georgia,GA,13315,0.286579212916,0.7050117726199999
Wilkes,Georgia,GA,13317,0.41252796420599996,0.574720357942
Wilkinson,Georgia,GA,13319,0.442703461179,0.5453695042100001
Worth,Georgia,GA,13321,0.243769658843,0.7432857488510001
Ada,Idaho,ID,16001,0.386917330906,0.47931610996600005
Adams,Idaho,ID,16003,0.190105359597,0.712780577187
Bannock,Idaho,ID,16005,0.3095943721,0.514294267325
Bear Lake,Idaho,ID,16007,0.08709016393439999,0.7523907103829999
Benewah,Idaho,ID,16009,0.18606870229000003,0.7397423664120001
Bingham,Idaho,ID,16011,0.175879699248,0.6560601503760001
Blaine,Idaho,ID,16013,0.598340016786,0.31147999626999995
Boise,Idaho,ID,16015,0.203830010493,0.701206715635
Bonner,Idaho,ID,16017,0.305679452869,0.607790663098
Bonneville,Idaho,ID,16019,0.201981362526,0.603885822854
Boundary,Idaho,ID,16021,0.181165048544,0.7357281553399999
Butte,Idaho,ID,16023,0.13008130081299998,0.7430894308939999
Camas,Idaho,ID,16025,0.183639398998,0.6844741235390001
Canyon,Idaho,ID,16027,0.23168580832400001,0.6493118724570001
Caribou,Idaho,ID,16029,0.08929159802310001,0.7495881383859999
Cassia,Idaho,ID,16031,0.126681340181,0.727439471753
Clark,Idaho,ID,16033,0.15547703180199998,0.717314487633
Clearwater,Idaho,ID,16035,0.185214417259,0.7503288608259999
Custer,Idaho,ID,16037,0.17695814339000002,0.736427683382
Elmore,Idaho,ID,16039,0.212935790586,0.6827092381730001
Franklin,Idaho,ID,16041,0.07001272958719999,0.709401709402
Fremont,Idaho,ID,16043,0.113930696535,0.7159607980399999
Gem,Idaho,ID,16045,0.154552313883,0.7520120724349999
Gooding,Idaho,ID,16047,0.17915623194000002,0.721055673281
Idaho,Idaho,ID,16049,0.145445701082,0.7832907697920001
Jefferson,Idaho,ID,16051,0.08508412518519999,0.735419754163
