Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
13285,Troup County,County,2013-2017,43597
13287,Turner County,County,1999,37895
13287,Turner County,County,2006-2010,n/a
13287,Turner County,County,2013-2017,42622
13289,Twiggs County,County,1999,46650
13289,Twiggs County,County,2006-2010,29882
13289,Twiggs County,County,2013-2017,30629
13291,Union County,County,1999,47070
13291,Union County,County,2006-2010,46531
13291,Union County,County,2013-2017,42767
13293,Upson County,County,1999,46049
13293,Upson County,County,2006-2010,38882
13293,Upson County,County,2013-2017,35375
13295,Walker County,County,1999,47827
13295,Walker County,County,2006-2010,43630
13295,Walker County,County,2013-2017,43581
13297,Walton County,County,1999,68597
13297,Walton County,County,2006-2010,58275
13297,Walton County,County,2013-2017,55876
13299,Ware County,County,1999,41856
13299,Ware County,County,2006-2010,40018
13299,Ware County,County,2013-2017,36962
13301,Warren County,County,1999,40389
13301,Warren County,County,2006-2010,34977
13301,Warren County,County,2013-2017,32860
13303,Washington County,County,1999,44144
13303,Washington County,County,2006-2010,35359
13303,Washington County,County,2013-2017,38097
13305,Wayne County,County,1999,48359
13305,Wayne County,County,2006-2010,42072
13305,Wayne County,County,2013-2017,41534
13307,Webster County,County,1999,41313
13307,Webster County,County,2006-2010,n/a
13307,Webster County,County,2013-2017,n/a
13309,Wheeler County,County,1999,35499
13309,Wheeler County,County,2006-2010,n/a
13309,Wheeler County,County,2013-2017,28490
13311,White County,County,1999,53256
13311,White County,County,2006-2010,47047
13311,White County,County,2013-2017,43944
13313,Whitfield County,County,1999,58116
13313,Whitfield County,County,2006-2010,47711
13313,Whitfield County,County,2013-2017,43871
13315,Wilcox County,County,1999,40562
13315,Wilcox County,County,2006-2010,34685
13315,Wilcox County,County,2013-2017,35457
13317,Wilkes County,County,1999,40799
13317,Wilkes County,County,2006-2010,31573
13317,Wilkes County,County,2013-2017,34234
13319,Wilkinson County,County,1999,48295
13319,Wilkinson County,County,2006-2010,42705
13319,Wilkinson County,County,2013-2017,38711
13321,Worth County,County,1999,47795
13321,Worth County,County,2006-2010,43570
13321,Worth County,County,2013-2017,40369
15001,Hawaii County,County,1999,58747
15001,Hawaii County,County,2006-2010,61965
15001,Hawaii County,County,2013-2017,56395
15003,Honolulu County,County,1999,76619
15003,Honolulu County,County,2006-2010,78975
15003,Honolulu County,County,2013-2017,80078
15005,Kalawao County,County,1999,13774
15005,Kalawao County,County,2006-2010,n/a
15005,Kalawao County,County,2013-2017,n/a
15007,Kauai County,County,1999,66444
15007,Kauai County,County,2006-2010,70455
15007,Kauai County,County,2013-2017,72330
15009,Maui County,County,1999,73040
15009,Maui County,County,2006-2010,72097
15009,Maui County,County,2013-2017,72762
16001,Ada County,County,1999,68097
16001,Ada County,County,2006-2010,62910
16001,Ada County,County,2013-2017,60151
16003,Adams County,County,1999,41949
16003,Adams County,County,2006-2010,40566
16003,Adams County,County,2013-2017,42727
16005,Bannock County,County,1999,54140
16005,Bannock County,County,2006-2010,50531
16005,Bannock County,County,2013-2017,47390
16007,Bear Lake County,County,1999,47467
16007,Bear Lake County,County,2006-2010,48870
16007,Bear Lake County,County,2013-2017,50603
16009,Benewah County,County,1999,46515
16009,Benewah County,County,2006-2010,42252
16009,Benewah County,County,2013-2017,43472
16011,Bingham County,County,1999,53756
16011,Bingham County,County,2006-2010,49720
16011,Bingham County,County,2013-2017,51307
16013,Blaine County,County,1999,74526
16013,Blaine County,County,2006-2010,69692
16013,Blaine County,County,2013-2017,58835
16015,Boise County,County,1999,57044
16015,Boise County,County,2006-2010,54971
16015,Boise County,County,2013-2017,n/a
16017,Bonner County,County,1999,48413
16017,Bonner County,County,2006-2010,47258
16017,Bonner County,County,2013-2017,45607
16019,Bonneville County,County,1999,61699
16019,Bonneville County,County,2006-2010,56837
16019,Bonneville County,County,2013-2017,54150
16021,Boundary County,County,1999,46121
16021,Boundary County,County,2006-2010,n/a
16021,Boundary County,County,2013-2017,39512
16023,Butte County,County,1999,44974
16023,Butte County,County,2006-2010,44407
16023,Butte County,County,2013-2017,n/a
16025,Camas County,County,1999,50426
16025,Camas County,County,2006-2010,n/a
16025,Camas County,County,2013-2017,n/a
16027,Canyon County,County,1999,52960
16027,Canyon County,County,2006-2010,48694
16027,Canyon County,County,2013-2017,46426
16029,Caribou County,County,1999,55506
16029,Caribou County,County,2006-2010,50655
16029,Caribou County,County,2013-2017,58750
16031,Cassia County,County,1999,49179
16031,Cassia County,County,2006-2010,44918
16031,Cassia County,County,2013-2017,48162
16033,Clark County,County,1999,46602
16033,Clark County,County,2006-2010,n/a
16033,Clark County,County,2013-2017,31927
16035,Clearwater County,County,1999,47333
16035,Clearwater County,County,2006-2010,47136
16035,Clearwater County,County,2013-2017,41122
16037,Custer County,County,1999,47485
16037,Custer County,County,2006-2010,n/a
16037,Custer County,County,2013-2017,n/a
16039,Elmore County,County,1999,52034
16039,Elmore County,County,2006-2010,48549
16039,Elmore County,County,2013-2017,45154
16041,Franklin County,County,1999,53222
16041,Franklin County,County,2006-2010,51471
16041,Franklin County,County,2013-2017,51583
16043,Fremont County,County,1999,49330
16043,Fremont County,County,2006-2010,47911
16043,Fremont County,County,2013-2017,51806
16045,Gem County,County,1999,50859
16045,Gem County,County,2006-2010,48217
16045,Gem County,County,2013-2017,42888
16047,Gooding County,County,1999,47063
16047,Gooding County,County,2006-2010,41945
16047,Gooding County,County,2013-2017,42626
16049,Idaho County,County,1999,43561
16049,Idaho County,County,2006-2010,38912
16049,Idaho County,County,2013-2017,40299
16051,Jefferson County,County,1999,55695
16051,Jefferson County,County,2006-2010,58115
16051,Jefferson County,County,2013-2017,58055
16053,Jerome County,County,1999,51207
16053,Jerome County,County,2006-2010,44154
16053,Jerome County,County,2013-2017,46421
16055,Kootenai County,County,1999,55720
16055,Kootenai County,County,2006-2010,52208
16055,Kootenai County,County,2013-2017,53189
16057,Latah County,County,1999,48001
16057,Latah County,County,2006-2010,41659
16057,Latah County,County,2013-2017,43310
16059,Lemhi County,County,1999,44549
16059,Lemhi County,County,2006-2010,41025
16059,Lemhi County,County,2013-2017,36031
16061,Lewis County,County,1999,46362
16061,Lewis County,County,2006-2010,40345
16061,Lewis County,County,2013-2017,40313
16063,Lincoln County,County,1999,47942
16063,Lincoln County,County,2006-2010,51507
16063,Lincoln County,County,2013-2017,46383
16065,Madison County,County,1999,48124
16065,Madison County,County,2006-2010,39954
16065,Madison County,County,2013-2017,33620
16067,Minidoka County,County,1999,47259
16067,Minidoka County,County,2006-2010,45463
16067,Minidoka County,County,2013-2017,48021
16069,Nez Perce County,County,1999,53548
16069,Nez Perce County,County,2006-2010,50021
16069,Nez Perce County,County,2013-2017,51804
16071,Oneida County,County,1999,50636
16071,Oneida County,County,2006-2010,50250
16071,Oneida County,County,2013-2017,n/a
16073,Owyhee County,County,1999,41825
16073,Owyhee County,County,2006-2010,37679
16073,Owyhee County,County,2013-2017,36092
16075,Payette County,County,1999,48772
16075,Payette County,County,2006-2010,49079
16075,Payette County,County,2013-2017,48447
16077,Power County,County,1999,47562
16077,Power County,County,2006-2010,46018
16077,Power County,County,2013-2017,47602
16079,Shoshone County,County,1999,42114
16079,Shoshone County,County,2006-2010,41299
16079,Shoshone County,County,2013-2017,39835
16081,Teton County,County,1999,61940
16081,Teton County,County,2006-2010,60126
16081,Teton County,County,2013-2017,55986
16083,Twin Falls County,County,1999,50927
16083,Twin Falls County,County,2006-2010,47835
16083,Twin Falls County,County,2013-2017,49118
16085,Valley County,County,1999,54500
16085,Valley County,County,2006-2010,57295
16085,Valley County,County,2013-2017,54015
16087,Washington County,County,1999,45199
16087,Washington County,County,2006-2010,41172
16087,Washington County,County,2013-2017,37521
17001,Adams County,County,1999,51337
17001,Adams County,County,2006-2010,49377
17001,Adams County,County,2013-2017,48454
17003,Alexander County,County,1999,38435
17003,Alexander County,County,2006-2010,n/a
17003,Alexander County,County,2013-2017,31014
17005,Bond County,County,1999,55611
17005,Bond County,County,2006-2010,58528
17005,Bond County,County,2013-2017,54393
17007,Boone County,County,1999,77332
17007,Boone County,County,2006-2010,68966
17007,Boone County,County,2013-2017,62701
17009,Brown County,County,1999,52313
17009,Brown County,County,2006-2010,43599
17009,Brown County,County,2013-2017,56289
17011,Bureau County,County,1999,59379
17011,Bureau County,County,2006-2010,51482
17011,Bureau County,County,2013-2017,54271
17013,Calhoun County,County,1999,50733
17013,Calhoun County,County,2006-2010,50579
17013,Calhoun County,County,2013-2017,53641
17015,Carroll County,County,1999,54826
17015,Carroll County,County,2006-2010,50483
17015,Carroll County,County,2013-2017,50555
17017,Cass County,County,1999,52014
17017,Cass County,County,2006-2010,46808
17017,Cass County,County,2013-2017,50156
17019,Champaign County,County,1999,55759
17019,Champaign County,County,2006-2010,50997
17019,Champaign County,County,2013-2017,49586
17021,Christian County,County,1999,53960
17021,Christian County,County,2006-2010,46998
17021,Christian County,County,2013-2017,50668
17023,Clark County,County,1999,53083
17023,Clark County,County,2006-2010,49121
17023,Clark County,County,2013-2017,52068
17025,Clay County,County,1999,45160
17025,Clay County,County,2006-2010,42833
17025,Clay County,County,2013-2017,47427
17027,Clinton County,County,1999,65851
17027,Clinton County,County,2006-2010,62283
17027,Clinton County,County,2013-2017,64543
17029,Coles County,County,1999,47650
17029,Coles County,County,2006-2010,41077
17029,Coles County,County,2013-2017,41907
17031,Cook County,County,1999,67775
17031,Cook County,County,2006-2010,60777
17031,Cook County,County,2013-2017,59426
17033,Crawford County,County,1999,48012
17033,Crawford County,County,2006-2010,46684
17033,Crawford County,County,2013-2017,47468
17035,Cumberland County,County,1999,53352
17035,Cumberland County,County,2006-2010,47436
17035,Cumberland County,County,2013-2017,50680
17037,DeKalb County,County,1999,67637
17037,DeKalb County,County,2006-2010,60845
17037,DeKalb County,County,2013-2017,58343
17039,De Witt County,County,1999,60889
17039,De Witt County,County,2006-2010,51093
17039,De Witt County,County,2013-2017,55411
17041,Douglas County,County,1999,58207
17041,Douglas County,County,2006-2010,52889
17041,Douglas County,County,2013-2017,52261
17043,DuPage County,County,1999,100193
17043,DuPage County,County,2006-2010,86285
17043,DuPage County,County,2013-2017,84442
17045,Edgar County,County,1999,51955
17045,Edgar County,County,2006-2010,44960
17045,Edgar County,County,2013-2017,47873
17047,Edwards County,County,1999,46957
17047,Edwards County,County,2006-2010,45553
17047,Edwards County,County,2013-2017,49632
17049,Effingham County,County,1999,58119
17049,Effingham County,County,2006-2010,55783
17049,Effingham County,County,2013-2017,54655
17051,Fayette County,County,1999,47041
17051,Fayette County,County,2006-2010,46498
17051,Fayette County,County,2013-2017,44541
17053,Ford County,County,1999,56191
17053,Ford County,County,2006-2010,54834
17053,Ford County,County,2013-2017,50851
17055,Franklin County,County,1999,41931
17055,Franklin County,County,2006-2010,38738
17055,Franklin County,County,2013-2017,39454
17057,Fulton County,County,1999,50109
17057,Fulton County,County,2006-2010,46497
17057,Fulton County,County,2013-2017,48599
17059,Gallatin County,County,1999,38547
17059,Gallatin County,County,2006-2010,42819
17059,Gallatin County,County,2013-2017,42450
17061,Greene County,County,1999,46865
17061,Greene County,County,2006-2010,46702
17061,Greene County,County,2013-2017,44502
17063,Grundy County,County,1999,76331
17063,Grundy County,County,2006-2010,72444
17063,Grundy County,County,2013-2017,71598
17065,Hamilton County,County,1999,45008
17065,Hamilton County,County,2006-2010,n/a
17065,Hamilton County,County,2013-2017,n/a
17067,Hancock County,County,1999,54097
17067,Hancock County,County,2006-2010,48288
17067,Hancock County,County,2013-2017,51460
17069,Hardin County,County,1999,40872
17069,Hardin County,County,2006-2010,n/a
17069,Hardin County,County,2013-2017,n/a
17071,Henderson County,County,1999,53729
17071,Henderson County,County,2006-2010,48956
17071,Henderson County,County,2013-2017,47428
17073,Henry County,County,1999,58820
17073,Henry County,County,2006-2010,55394
17073,Henry County,County,2013-2017,55755
17075,Iroquois County,County,1999,56188
17075,Iroquois County,County,2006-2010,53320
17075,Iroquois County,County,2013-2017,48857
17077,Jackson County,County,1999,36817
17077,Jackson County,County,2006-2010,36245
17077,Jackson County,County,2013-2017,36008
17079,Jasper County,County,1999,51244
17079,Jasper County,County,2006-2010,52444
17079,Jasper County,County,2013-2017,56523
17081,Jefferson County,County,1999,49523
17081,Jefferson County,County,2006-2010,46377
17081,Jefferson County,County,2013-2017,46109
17083,Jersey County,County,1999,62083
17083,Jersey County,County,2006-2010,60246
17083,Jersey County,County,2013-2017,56320
17085,Jo Daviess County,County,1999,59642
17085,Jo Daviess County,County,2006-2010,56650
17085,Jo Daviess County,County,2013-2017,55532
17087,Johnson County,County,1999,49185
17087,Johnson County,County,2006-2010,46893
17087,Johnson County,County,2013-2017,45743
17089,Kane County,County,1999,87595
17089,Kane County,County,2006-2010,76354
17089,Kane County,County,2013-2017,74862
17091,Kankakee County,County,1999,61296
17091,Kankakee County,County,2006-2010,56881
17091,Kankakee County,County,2013-2017,56542
17093,Kendall County,County,1999,95379
17093,Kendall County,County,2006-2010,90021
17093,Kendall County,County,2013-2017,89860
17095,Knox County,County,1999,52256
17095,Knox County,County,2006-2010,44556
17095,Knox County,County,2013-2017,41972
17097,Lake County,County,1999,98844
17097,Lake County,County,2006-2010,88952
17097,Lake County,County,2013-2017,82613
17099,LaSalle County,County,1999,59490
17099,LaSalle County,County,2006-2010,58257
17099,LaSalle County,County,2013-2017,54693
17101,Lawrence County,County,1999,44809
17101,Lawrence County,County,2006-2010,43684
17101,Lawrence County,County,2013-2017,44504
17103,Lee County,County,1999,60462
17103,Lee County,County,2006-2010,54648
17103,Lee County,County,2013-2017,58319
17105,Livingston County,County,1999,61016
17105,Livingston County,County,2006-2010,56899
17105,Livingston County,County,2013-2017,54339
17107,Logan County,County,1999,58133
17107,Logan County,County,2006-2010,55208
17107,Logan County,County,2013-2017,58271
17109,McDonough County,County,1999,47436
17109,McDonough County,County,2006-2010,37973
17109,McDonough County,County,2013-2017,42911
17111,McHenry County,County,1999,95675
17111,McHenry County,County,2006-2010,86174
17111,McHenry County,County,2013-2017,82230
17113,McLean County,County,1999,69397
17113,McLean County,County,2006-2010,64946
17113,McLean County,County,2013-2017,64573
17115,Macon County,County,1999,55875
17115,Macon County,County,2006-2010,49955
17115,Macon County,County,2013-2017,49052
17117,Macoupin County,County,1999,53412
17117,Macoupin County,County,2006-2010,53156
17117,Macoupin County,County,2013-2017,53890
17119,Madison County,County,1999,61309
17119,Madison County,County,2006-2010,58523
17119,Madison County,County,2013-2017,56536
17121,Marion County,County,1999,51991
17121,Marion County,County,2006-2010,43913
17121,Marion County,County,2013-2017,44679
17123,Marshall County,County,1999,61361
17123,Marshall County,County,2006-2010,55340
17123,Marshall County,County,2013-2017,55173
17125,Mason County,County,1999,53110
17125,Mason County,County,2006-2010,47842
17125,Mason County,County,2013-2017,44695
17127,Massac County,County,1999,46487
17127,Massac County,County,2006-2010,46282
17127,Massac County,County,2013-2017,42168
17129,Menard County,County,1999,68770
17129,Menard County,County,2006-2010,63355
17129,Menard County,County,2013-2017,62368
17131,Mercer County,County,1999,60353
17131,Mercer County,County,2006-2010,57360
17131,Mercer County,County,2013-2017,55649
17133,Monroe County,County,1999,81646
17133,Monroe County,County,2006-2010,76902
17133,Monroe County,County,2013-2017,74410
17135,Montgomery County,County,1999,48886
17135,Montgomery County,County,2006-2010,46042
17135,Montgomery County,County,2013-2017,47807
17137,Morgan County,County,1999,54509
17137,Morgan County,County,2006-2010,50302
17137,Morgan County,County,2013-2017,49353
17139,Moultrie County,County,1999,59159
17139,Moultrie County,County,2006-2010,52239
17139,Moultrie County,County,2013-2017,53979
17141,Ogle County,County,1999,67076
17141,Ogle County,County,2006-2010,62795
17141,Ogle County,County,2013-2017,57655
17143,Peoria County,County,1999,59003
17143,Peoria County,County,2006-2010,56051
17143,Peoria County,County,2013-2017,53063
17145,Perry County,County,1999,49119
17145,Perry County,County,2006-2010,45853
17145,Perry County,County,2013-2017,45864
17147,Piatt County,County,1999,67524
17147,Piatt County,County,2006-2010,62817
17147,Piatt County,County,2013-2017,67360
17149,Pike County,County,1999,45940
17149,Pike County,County,2006-2010,45300
17149,Pike County,County,2013-2017,41387
17151,Pope County,County,1999,44347
17151,Pope County,County,2006-2010,44699
17151,Pope County,County,2013-2017,n/a
17153,Pulaski County,County,1999,37430
17153,Pulaski County,County,2006-2010,35123
17153,Pulaski County,County,2013-2017,34655
17155,Putnam County,County,1999,67141
17155,Putnam County,County,2006-2010,63612
17155,Putnam County,County,2013-2017,64741
17157,Randolph County,County,1999,54627
17157,Randolph County,County,2006-2010,50725
17157,Randolph County,County,2013-2017,49717
17159,Richland County,County,1999,46025
17159,Richland County,County,2006-2010,47229
17159,Richland County,County,2013-2017,46454
17161,Rock Island County,County,1999,56981
17161,Rock Island County,County,2006-2010,52084
17161,Rock Island County,County,2013-2017,51426
17163,St. Clair County,County,1999,57778
17163,St. Clair County,County,2006-2010,54716
17163,St. Clair County,County,2013-2017,51103
17165,Saline County,County,1999,42458
17165,Saline County,County,2006-2010,40161
17165,Saline County,County,2013-2017,40722
17167,Sangamon County,County,1999,63399
17167,Sangamon County,County,2006-2010,58851
17167,Sangamon County,County,2013-2017,58687
17169,Schuyler County,County,1999,52000
17169,Schuyler County,County,2006-2010,49222
17169,Schuyler County,County,2013-2017,47321
17171,Scott County,County,1999,53967
17171,Scott County,County,2006-2010,55730
17171,Scott County,County,2013-2017,48542
17173,Shelby County,County,1999,55069
17173,Shelby County,County,2006-2010,50282
17173,Shelby County,County,2013-2017,49807
17175,Stark County,County,1999,52875
17175,Stark County,County,2006-2010,55429
17175,Stark County,County,2013-2017,52284
17177,Stephenson County,County,1999,59575
17177,Stephenson County,County,2006-2010,48791
17177,Stephenson County,County,2013-2017,46427
17179,Tazewell County,County,1999,66784
17179,Tazewell County,County,2006-2010,61104
17179,Tazewell County,County,2013-2017,60874
17181,Union County,County,1999,45743
17181,Union County,County,2006-2010,44798
17181,Union County,County,2013-2017,46716
17183,Vermilion County,County,1999,50285
17183,Vermilion County,County,2006-2010,44456
17183,Vermilion County,County,2013-2017,44930
17185,Wabash County,County,1999,50878
17185,Wabash County,County,2006-2010,51858
17185,Wabash County,County,2013-2017,49716
17187,Warren County,County,1999,53462
17187,Warren County,County,2006-2010,46912
17187,Warren County,County,2013-2017,47278
17189,Washington County,County,1999,60411
17189,Washington County,County,2006-2010,57958
17189,Washington County,County,2013-2017,54520
17191,Wayne County,County,1999,44986
17191,Wayne County,County,2006-2010,44175
17191,Wayne County,County,2013-2017,46405
17193,White County,County,1999,43687
17193,White County,County,2006-2010,44762
17193,White County,County,2013-2017,46279
17195,Whiteside County,County,1999,59558
17195,Whiteside County,County,2006-2010,51002
17195,Whiteside County,County,2013-2017,51969
17197,Will County,County,1999,91856
17197,Will County,County,2006-2010,85525
17197,Will County,County,2013-2017,80782
17199,Williamson County,County,1999,47215
17199,Williamson County,County,2006-2010,45721
17199,Williamson County,County,2013-2017,48600
17201,Winnebago County,County,1999,64770
17201,Winnebago County,County,2006-2010,53179
17201,Winnebago County,County,2013-2017,51110
17203,Woodford County,County,1999,75851
17203,Woodford County,County,2006-2010,74239
17203,Woodford County,County,2013-2017,69507
18001,Adams County,County,1999,59958
18001,Adams County,County,2006-2010,48806
18001,Adams County,County,2013-2017,48290
18003,Allen County,County,1999,62977
18003,Allen County,County,2006-2010,54887
18003,Allen County,County,2013-2017,51091
18005,Bartholomew County,County,1999,65210
18005,Bartholomew County,County,2006-2010,59425
18005,Bartholomew County,County,2013-2017,57331
18007,Benton County,County,1999,58759
18007,Benton County,County,2006-2010,52187
18007,Benton County,County,2013-2017,49183
18009,Blackford County,County,1999,51302
18009,Blackford County,County,2006-2010,47310
18009,Blackford County,County,2013-2017,40622
18011,Boone County,County,1999,73251
18011,Boone County,County,2006-2010,77286
18011,Boone County,County,2013-2017,75591
18013,Brown County,County,1999,64508
18013,Brown County,County,2006-2010,56492
18013,Brown County,County,2013-2017,59292
18015,Carroll County,County,1999,62986
18015,Carroll County,County,2006-2010,54144
18015,Carroll County,County,2013-2017,56188
18017,Cass County,County,1999,57844
18017,Cass County,County,2006-2010,47983
18017,Cass County,County,2013-2017,45558
18019,Clark County,County,1999,59199
18019,Clark County,County,2006-2010,53370
18019,Clark County,County,2013-2017,52834
18021,Clay County,County,1999,54408
18021,Clay County,County,2006-2010,50326
18021,Clay County,County,2013-2017,50924
18023,Clinton County,County,1999,60155
18023,Clinton County,County,2006-2010,54551
18023,Clinton County,County,2013-2017,51659
18025,Crawford County,County,1999,48182
18025,Crawford County,County,2006-2010,42802
18025,Crawford County,County,2013-2017,40067
18027,Daviess County,County,1999,50274
18027,Daviess County,County,2006-2010,50243
18027,Daviess County,County,2013-2017,48355
18029,Dearborn County,County,1999,72169
18029,Dearborn County,County,2006-2010,63985
18029,Dearborn County,County,2013-2017,62905
18031,Decatur County,County,1999,59627
18031,Decatur County,County,2006-2010,52836
18031,Decatur County,County,2013-2017,52270
18033,DeKalb County,County,1999,66280
18033,DeKalb County,County,2006-2010,52642
18033,DeKalb County,County,2013-2017,51374
18035,Delaware County,County,1999,51152
18035,Delaware County,County,2006-2010,42890
18035,Delaware County,County,2013-2017,41208
18037,Dubois County,County,1999,65188
18037,Dubois County,County,2006-2010,59571
18037,Dubois County,County,2013-2017,57307
18039,Elkhart County,County,1999,65644
18039,Elkhart County,County,2006-2010,53246
18039,Elkhart County,County,2013-2017,52449
18041,Fayette County,County,1999,57323
18041,Fayette County,County,2006-2010,41731
18041,Fayette County,County,2013-2017,41476
18043,Floyd County,County,1999,64971
18043,Floyd County,County,2006-2010,59065
18043,Floyd County,County,2013-2017,59451
18045,Fountain County,County,1999,56259
18045,Fountain County,County,2006-2010,48243
18045,Fountain County,County,2013-2017,46669
18047,Franklin County,County,1999,64245
18047,Franklin County,County,2006-2010,58194
18047,Franklin County,County,2013-2017,55588
18049,Fulton County,County,1999,56511
18049,Fulton County,County,2006-2010,45488
18049,Fulton County,County,2013-2017,47108
18051,Gibson County,County,1999,55368
18051,Gibson County,County,2006-2010,52811
18051,Gibson County,County,2013-2017,51149
18053,Grant County,County,1999,53371
18053,Grant County,County,2006-2010,43925
18053,Grant County,County,2013-2017,42046
18055,Greene County,County,1999,50177
18055,Greene County,County,2006-2010,46311
18055,Greene County,County,2013-2017,49648
18057,Hamilton County,County,1999,104826
18057,Hamilton County,County,2006-2010,92331
18057,Hamilton County,County,2013-2017,90582
18059,Hancock County,County,1999,83263
18059,Hancock County,County,2006-2010,68788
18059,Hancock County,County,2013-2017,70973
18061,Harrison County,County,1999,64087
18061,Harrison County,County,2006-2010,57769
18061,Harrison County,County,2013-2017,53897
18063,Hendricks County,County,1999,81480
18063,Hendricks County,County,2006-2010,75693
18063,Hendricks County,County,2013-2017,74245
18065,Henry County,County,1999,56305
18065,Henry County,County,2006-2010,46293
18065,Henry County,County,2013-2017,46131
18067,Howard County,County,1999,64182
18067,Howard County,County,2006-2010,50706
18067,Howard County,County,2013-2017,47958
18069,Huntington County,County,1999,61426
18069,Huntington County,County,2006-2010,51788
18069,Huntington County,County,2013-2017,50063
18071,Jackson County,County,1999,58151
18071,Jackson County,County,2006-2010,49553
18071,Jackson County,County,2013-2017,49080
18073,Jasper County,County,1999,64007
18073,Jasper County,County,2006-2010,62074
18073,Jasper County,County,2013-2017,56574
18075,Jay County,County,1999,52689
18075,Jay County,County,2006-2010,44940
18075,Jay County,County,2013-2017,42878
18077,Jefferson County,County,1999,56362
18077,Jefferson County,County,2006-2010,48119
18077,Jefferson County,County,2013-2017,50722
18079,Jennings County,County,1999,58153
18079,Jennings County,County,2006-2010,49299
18079,Jennings County,County,2013-2017,48362
18081,Johnson County,County,1999,77768
18081,Johnson County,County,2006-2010,69438
18081,Johnson County,County,2013-2017,65272
18083,Knox County,County,1999,46287
18083,Knox County,County,2006-2010,44531
18083,Knox County,County,2013-2017,44837
18085,Kosciusko County,County,1999,64849
18085,Kosciusko County,County,2006-2010,56580
18085,Kosciusko County,County,2013-2017,57190
18087,LaGrange County,County,1999,63238
18087,LaGrange County,County,2006-2010,53848
18087,LaGrange County,County,2013-2017,58336
18089,Lake County,County,1999,61735
18089,Lake County,County,2006-2010,54897
18089,Lake County,County,2013-2017,52559
18091,LaPorte County,County,1999,61146
18091,LaPorte County,County,2006-2010,51845
18091,LaPorte County,County,2013-2017,49921
18093,Lawrence County,County,1999,53545
18093,Lawrence County,County,2006-2010,45497
18093,Lawrence County,County,2013-2017,49985
18095,Madison County,County,1999,57449
18095,Madison County,County,2006-2010,48737
18095,Madison County,County,2013-2017,45432
18097,Marion County,County,1999,59657
18097,Marion County,County,2006-2010,49058
18097,Marion County,County,2013-2017,44869
18099,Marshall County,County,1999,62844
18099,Marshall County,County,2006-2010,56495
18099,Marshall County,County,2013-2017,51869
18101,Martin County,County,1999,53738
18101,Martin County,County,2006-2010,48906
18101,Martin County,County,2013-2017,49372
18103,Miami County,County,1999,57831
18103,Miami County,County,2006-2010,44488
18103,Miami County,County,2013-2017,46666
18105,Monroe County,County,1999,49163
18105,Monroe County,County,2006-2010,42970
18105,Monroe County,County,2013-2017,45689
18107,Montgomery County,County,1999,60949
18107,Montgomery County,County,2006-2010,53738
18107,Montgomery County,County,2013-2017,53075
18109,Morgan County,County,1999,70457
18109,Morgan County,County,2006-2010,62451
18109,Morgan County,County,2013-2017,60317
18111,Newton County,County,1999,60428
18111,Newton County,County,2006-2010,57148
18111,Newton County,County,2013-2017,52193
18113,Noble County,County,1999,63020
18113,Noble County,County,2006-2010,51624
18113,Noble County,County,2013-2017,52393
18115,Ohio County,County,1999,61025
18115,Ohio County,County,2006-2010,57424
18115,Ohio County,County,2013-2017,58359
18117,Orange County,County,1999,46585
18117,Orange County,County,2006-2010,41824
18117,Orange County,County,2013-2017,42803
18119,Owen County,County,1999,53912
18119,Owen County,County,2006-2010,49897
18119,Owen County,County,2013-2017,48315
18121,Parke County,County,1999,52724
18121,Parke County,County,2006-2010,45646
18121,Parke County,County,2013-2017,44643
18123,Perry County,County,1999,53495
18123,Perry County,County,2006-2010,50824
18123,Perry County,County,2013-2017,49689
18125,Pike County,County,1999,51300
18125,Pike County,County,2006-2010,46446
18125,Pike County,County,2013-2017,50196
18127,Porter County,County,1999,78369
18127,Porter County,County,2006-2010,68605
18127,Porter County,County,2013-2017,65979
18129,Posey County,County,1999,65247
18129,Posey County,County,2006-2010,64820
18129,Posey County,County,2013-2017,60992
18131,Pulaski County,County,1999,52279
18131,Pulaski County,County,2006-2010,49594
18131,Pulaski County,County,2013-2017,47633
18133,Putnam County,County,1999,57385
18133,Putnam County,County,2006-2010,55200
18133,Putnam County,County,2013-2017,55295
18135,Randolph County,County,1999,50983
18135,Randolph County,County,2006-2010,46184
18135,Randolph County,County,2013-2017,44985
18137,Ripley County,County,1999,61140
18137,Ripley County,County,2006-2010,54187
18137,Ripley County,County,2013-2017,53698
18139,Rush County,County,1999,56308
18139,Rush County,County,2006-2010,52601
18139,Rush County,County,2013-2017,47955
18141,St. Joseph County,County,1999,59655
18141,St. Joseph County,County,2006-2010,50301
18141,St. Joseph County,County,2013-2017,48121
18143,Scott County,County,1999,51148
18143,Scott County,County,2006-2010,44604
18143,Scott County,County,2013-2017,49243
18145,Shelby County,County,1999,64421
18145,Shelby County,County,2006-2010,58918
18145,Shelby County,County,2013-2017,57216
18147,Spencer County,County,1999,62653
18147,Spencer County,County,2006-2010,58708
18147,Spencer County,County,2013-2017,55280
18149,Starke County,County,1999,54966
18149,Starke County,County,2006-2010,42229
18149,Starke County,County,2013-2017,45526
18151,Steuben County,County,1999,65070
18151,Steuben County,County,2006-2010,53495
18151,Steuben County,County,2013-2017,52749
18153,Sullivan County,County,1999,48669
