county,state,sab,fips,per_dem,per_gop,pop_2019,median_income
cleveland,Arkansas,AR,5025,0.2191573204,0.7456805092450001,7956,47826.0
columbia,Arkansas,AR,5027,0.35532420504699996,0.617404096413,23457,40793.0
conway,Arkansas,AR,5029,0.338777593467,0.618093658288,20846,46061.0
craighead,Arkansas,AR,5031,0.299530999771,0.651967513155,110332,47855.0
crawford,Arkansas,AR,5033,0.20203114421100002,0.7517490408490001,63257,48514.0
crittenden,Arkansas,AR,5035,0.5296873021899999,0.440119002405,47955,44437.0
cross,Arkansas,AR,5037,0.292050944225,0.6700336700339999,16419,43335.0
dallas,Arkansas,AR,5039,0.425027362277,0.549799343305,7009,39270.0
desha,Arkansas,AR,5041,0.526975863701,0.453147184098,11361,35600.0
drew,Arkansas,AR,5043,0.360805860806,0.6054639804640001,18219,42250.0
faulkner,Arkansas,AR,5045,0.313281856613,0.62915192822,126007,56384.0
franklin,Arkansas,AR,5047,0.20543445804699997,0.751567632129,17715,45528.0
fulton,Arkansas,AR,5049,0.224915682968,0.7314502529510001,12477,37678.0
garland,Arkansas,AR,5051,0.3045095074,0.645883432085,99386,46821.0
grant,Arkansas,AR,5053,0.205251641138,0.752735229759,18265,54876.0
greene,Arkansas,AR,5055,0.21189848842,0.7417833864929999,45325,45498.0
hempstead,Arkansas,AR,5057,0.339490263459,0.62872279496,21532,42243.0
hot spring,Arkansas,AR,5059,0.265509944985,0.6900550148119999,33771,46554.0
howard,Arkansas,AR,5061,0.29132498921,0.680837289599,13202,42356.0
independence,Arkansas,AR,5063,0.21408911701299999,0.738302462248,37825,47110.0
izard,Arkansas,AR,5065,0.20589325426199998,0.749073387695,13629,37886.0
jackson,Arkansas,AR,5067,0.310818770862,0.640486942863,16719,37017.0
jefferson,Arkansas,AR,5069,0.612116964529,0.359420628431,66824,46235.0
johnson,Arkansas,AR,5071,0.26908969656599996,0.6748916305439999,26578,41192.0
lafayette,Arkansas,AR,5073,0.362610229277,0.617283950617,6624,36648.0
lawrence,Arkansas,AR,5075,0.224373778646,0.7219754841,16406,40054.0
lee,Arkansas,AR,5077,0.577563249001,0.40912117177100005,8857,30270.0
lincoln,Arkansas,AR,5079,0.32826428945999997,0.64368117462,13024,43696.0
little river,Arkansas,AR,5081,0.26906779660999997,0.694144838213,12259,43416.0
logan,Arkansas,AR,5083,0.21839520347,0.731853552749,21466,41832.0
lonoke,Arkansas,AR,5085,0.210640364642,0.7435552566689999,73309,59499.0
madison,Arkansas,AR,5087,0.23400176939,0.725007372457,16576,41170.0
marion,Arkansas,AR,5089,0.204971717773,0.7557308722830001,16694,39461.0
miller,Arkansas,AR,5091,0.266812363409,0.705151420543,43257,45680.0
mississippi,Arkansas,AR,5093,0.43255098114699997,0.537745286649,40651,40556.0
monroe,Arkansas,AR,5095,0.469269703543,0.506146059291,6701,33402.0
montgomery,Arkansas,AR,5097,0.213352685051,0.7468795355589999,8986,41946.0
nevada,Arkansas,AR,5099,0.35756263532300003,0.618929786576,8252,39793.0
newton,Arkansas,AR,5101,0.18734923612999999,0.7705708925220001,7753,36537.0
ouachita,Arkansas,AR,5103,0.437202712276,0.541139560773,23382,43304.0
perry,Arkansas,AR,5105,0.24566816995000001,0.707097080465,10455,45875.0
phillips,Arkansas,AR,5107,0.62257035103,0.354366115463,17782,32810.0
pike,Arkansas,AR,5109,0.172901921132,0.7962588473209999,10718,40874.0
poinsett,Arkansas,AR,5111,0.355479840999,0.596062843082,23528,39196.0
polk,Arkansas,AR,5113,0.148996429011,0.8134466198739999,19964,37163.0
pope,Arkansas,AR,5115,0.223624970991,0.7284288698070001,64072,47330.0
prairie,Arkansas,AR,5117,0.238542890717,0.735311398355,8062,44262.0
pulaski,Arkansas,AR,5119,0.566652718604,0.387895617772,391911,56261.0
randolph,Arkansas,AR,5121,0.22572469507399998,0.714082052907,17958,40709.0
st. francis,Arkansas,AR,5123,0.5438478143550001,0.431057744199,24994,38588.0
saline,Arkansas,AR,5125,0.254892151392,0.689846260414,122437,62827.0
scott,Arkansas,AR,5127,0.16804772953299998,0.788200198873,10281,38981.0
searcy,Arkansas,AR,5129,0.162520281233,0.7990805840999999,7881,31579.0
sebastian,Arkansas,AR,5131,0.279725417269,0.660490851069,127827,50016.0
sevier,Arkansas,AR,5133,0.23798981625,0.7263670577820001,17007,44489.0
sharp,Arkansas,AR,5135,0.204728789986,0.75173852573,17442,37121.0
stone,Arkansas,AR,5137,0.215125746336,0.7383752487790001,12506,32778.0
union,Arkansas,AR,5139,0.346860080793,0.624372628229,38682,43994.0
van buren,Arkansas,AR,5141,0.217550274223,0.7568555758679999,16545,39855.0
washington,Arkansas,AR,5143,0.413240694535,0.517165048047,239187,51200.0
white,Arkansas,AR,5145,0.18786200867,0.7663837382969999,78753,47528.0
woodruff,Arkansas,AR,5147,0.438039215686,0.527058823529,6320,32615.0
yell,Arkansas,AR,5149,0.230395993113,0.719987478479,21341,42677.0
alameda,California,CA,6001,0.7931424750689999,0.148711258246,1671329,82570.0
alpine,California,CA,6003,0.553043478261,0.366956521739,1129,61802.0
amador,California,CA,6005,0.34353543581999996,0.5957756313279999,39752,62400.0
butte,California,CA,6007,0.440265461541,0.480300977836,219186,47116.0
calaveras,California,CA,6009,0.346467269634,0.585295961315,45905,60544.0
colusa,California,CA,6011,0.403245374583,0.538519866545,21547,51747.0
contra costa,California,CA,6013,0.689128114392,0.254389718539,1153526,93977.0
del norte,California,CA,6015,0.372289285333,0.5484456788800001,27812,43748.0
el dorado,California,CA,6017,0.394976913077,0.533834670731,192843,75984.0
fresno,California,CA,6019,0.49411821116899995,0.45531518716200003,999101,51250.0
glenn,California,CA,6021,0.326793901269,0.617123360699,28393,47386.0
humboldt,California,CA,6023,0.582590082055,0.32355214651,135558,46086.0
imperial,California,CA,6025,0.6818279801680001,0.270532442337,181215,47036.0
inyo,California,CA,6027,0.394572286143,0.531265632816,18039,51665.0
kern,California,CA,6029,0.39720289355800004,0.5473142725919999,900202,52314.0
kings,California,CA,6031,0.40006201550399995,0.54096124031,152940,52761.0
lake,California,CA,6033,0.478344193177,0.440935224224,64386,43726.0
lassen,California,CA,6035,0.213394741892,0.7267319132600001,30573,53589.0
los angeles,California,CA,6037,0.714071865319,0.233886938213,10039107,62266.0
madera,California,CA,6039,0.38767766979,0.5609841520009999,157327,53554.0
marin,California,CA,6041,0.7881500077310001,0.159458254882,258826,105239.0
mariposa,California,CA,6043,0.351695392588,0.584093725358,17203,51104.0
mendocino,California,CA,6045,0.603847835592,0.312286838653,86749,53126.0
merced,California,CA,6047,0.513980669285,0.434729440538,277680,52441.0
modoc,California,CA,6049,0.237570705567,0.7183685620720001,8841,40619.0
mono,California,CA,6051,0.523088863019,0.403570042685,14444,66403.0
monterey,California,CA,6053,0.669587074351,0.272849517978,434061,71292.0
napa,California,CA,6055,0.647661723566,0.295744312133,137744,76359.0
nevada,California,CA,6057,0.48707077996299997,0.44157796620399997,99755,67690.0
orange,California,CA,6059,0.509601544158,0.432801094389,3175692,86811.0
placer,California,CA,6061,0.411666622379,0.524652565567,398329,84915.0
plumas,California,CA,6063,0.36511891279700004,0.575198187995,18807,53650.0
riverside,California,CA,6065,0.496107441063,0.452762678244,2470546,63296.0
sacramento,California,CA,6067,0.585567433683,0.348695045837,1552058,64667.0
san benito,California,CA,6069,0.5719326200770001,0.36825631686800003,62808,84817.0
san bernardino,California,CA,6071,0.521920294998,0.42413027758,2180085,62084.0
san diego,California,CA,6073,0.560710165858,0.382352214351,3338330,69465.0
san francisco,California,CA,6075,0.8553169356270001,0.09442505372369998,881549,81500.0
san joaquin,California,CA,6077,0.53880957953,0.409944373436,762148,60927.0
san luis obispo,California,CA,6079,0.50572747341,0.422813566125,283111,62619.0
san mateo,California,CA,6081,0.763759178293,0.186891084839,766573,104520.0
santa barbara,California,CA,6083,0.6096551052220001,0.327235970382,446499,68890.0
santa clara,California,CA,6085,0.733480189578,0.20852979907400002,1927852,109709.0
santa cruz,California,CA,6087,0.7504691257960001,0.177589442247,273213,79695.0
shasta,California,CA,6089,0.282148468727,0.655883893376,180080,50674.0
sierra,California,CA,6091,0.333148558758,0.580931263858,3005,52876.0
siskiyou,California,CA,6093,0.358237547893,0.565234926396,43539,43583.0
solano,California,CA,6095,0.622546726726,0.317780184152,447643,79844.0
sonoma,California,CA,6097,0.707222967207,0.228093380471,494336,78334.0
stanislaus,California,CA,6099,0.47353994146300005,0.46726996752899996,550660,59184.0
sutter,California,CA,6101,0.388806730422,0.551447632193,96971,56637.0
tehama,California,CA,6103,0.287256830601,0.654907103825,65084,46056.0
trinity,California,CA,6105,0.39779474130599995,0.510814249364,12285,40898.0
tulare,California,CA,6107,0.41343540831799996,0.533863446511,466195,50155.0
tuolumne,California,CA,6109,0.36554192229000004,0.574556918882,54478,57153.0
ventura,California,CA,6111,0.553749663019,0.385746440995,846006,88060.0
yolo,California,CA,6113,0.680718250598,0.26031645694600003,220500,60170.0
yuba,California,CA,6115,0.34352740051299996,0.584718396809,78668,44955.0
adams,Colorado,CO,8001,0.493767309065,0.42145324768,517421,69843.0
alamosa,Colorado,CO,8003,0.459330143541,0.439466434682,16233,43460.0
arapahoe,Colorado,CO,8005,0.526755852843,0.389259314488,656590,79063.0
archuleta,Colorado,CO,8007,0.341426611797,0.5807956104249999,14029,55937.0
baca,Colorado,CO,8009,0.131941148552,0.81442809682,3581,41471.0
bent,Colorado,CO,8011,0.30708245243099996,0.616279069767,5577,41509.0
boulder,Colorado,CO,8013,0.7056610179080001,0.21934534755399998,326196,82444.0
broomfield,Colorado,CO,8014,0.523003588453,0.38219698998400004,70465,
chaffee,Colorado,CO,8015,0.43394854077600004,0.480316392399,20356,50723.0
cheyenne,Colorado,CO,8017,0.118029739777,0.8410780669140001,1831,54687.0
clear creek,Colorado,CO,8019,0.467281272596,0.438539407086,9700,75265.0
conejos,Colorado,CO,8021,0.441561712846,0.47481108312299997,8205,36519.0
costilla,Colorado,CO,8023,0.609340659341,0.31923076923099997,3887,28825.0
crowley,Colorado,CO,8025,0.22236929186,0.707478491066,6061,39558.0
custer,Colorado,CO,8027,0.260117493473,0.6719973890340001,5068,51259.0
delta,Colorado,CO,8029,0.242962607286,0.6952763939740001,31162,48387.0
denver,Colorado,CO,8031,0.751690767184,0.187854888911,727211,58297.0
dolores,Colorado,CO,8033,0.184552845528,0.7609756097560001,2055,47517.0
douglas,Colorado,CO,8035,0.366530357865,0.547666167354,351154,122393.0
eagle,Colorado,CO,8037,0.559550661183,0.36057671045100004,55127,92511.0
elbert,Colorado,CO,8039,0.194786155905,0.735292242973,26729,92213.0
el paso,Colorado,CO,8041,0.33774694914700004,0.563425510657,720403,69136.0
fremont,Colorado,CO,8043,0.241087751371,0.6885740402189999,47839,50401.0
garfield,Colorado,CO,8045,0.42559252506800005,0.496467639015,60061,69390.0
gilpin,Colorado,CO,8047,0.457190822608,0.437604924454,6243,76660.0
grand,Colorado,CO,8049,0.38987430987899996,0.524726888288,15734,70487.0
gunnison,Colorado,CO,8051,0.54500483923,0.349499946231,17462,54484.0
hinsdale,Colorado,CO,8053,0.334465195246,0.575551782683,820,55019.0
huerfano,Colorado,CO,8055,0.432396606575,0.497083775186,6897,38041.0
jackson,Colorado,CO,8057,0.19837587007,0.728538283063,1392,46964.0
jefferson,Colorado,CO,8059,0.490697156002,0.420745713649,582881,84625.0
kiowa,Colorado,CO,8061,0.106682297773,0.851113716295,1406,45005.0
kit carson,Colorado,CO,8063,0.145585386106,0.8009964018819999,7097,48928.0
lake,Colorado,CO,8065,0.503937007874,0.39811023622,8127,55627.0
la plata,Colorado,CO,8067,0.49801445218400003,0.40593060347599996,56221,59270.0
larimer,Colorado,CO,8069,0.47535547223499997,0.426123147857,356899,71809.0
las animas,Colorado,CO,8071,0.39055729867,0.546242342746,14506,41728.0
lincoln,Colorado,CO,8073,0.16611157368899998,0.7797668609489999,5701,47101.0
logan,Colorado,CO,8075,0.18996083281800002,0.749536178108,22409,48297.0
mesa,Colorado,CO,8077,0.279902772584,0.64278273412,154210,52931.0
mineral,Colorado,CO,8079,0.36349693251500004,0.527607361963,769,51426.0
moffat,Colorado,CO,8081,0.13425499232000002,0.813056835637,13283,61290.0
montezuma,Colorado,CO,8083,0.30851566189199997,0.611600818511,26183,47351.0
montrose,Colorado,CO,8085,0.25809207403900003,0.678832463218,42758,52001.0
morgan,Colorado,CO,8087,0.263122476447,0.6816958277249999,29068,51018.0
otero,Colorado,CO,8089,0.341206828106,0.5930924970229999,18278,43890.0
ouray,Colorado,CO,8091,0.514146638272,0.406753878917,4952,62015.0
park,Colorado,CO,8093,0.327086383602,0.5908247925819999,18845,76597.0
phillips,Colorado,CO,8095,0.186963979417,0.768010291595,4265,47489.0
pitkin,Colorado,CO,8097,0.696928853374,0.24280350438,17767,87630.0
prowers,Colorado,CO,8099,0.235636801928,0.7047006830050001,12172,44180.0
pueblo,Colorado,CO,8101,0.46488221985600003,0.46157173276600005,168424,48372.0
rio blanco,Colorado,CO,8103,0.12601862631,0.809662398137,6324,55657.0
rio grande,Colorado,CO,8105,0.36169825072899997,0.5575801749270001,11267,46986.0
routt,Colorado,CO,8107,0.54363926808,0.373874528028,25638,79125.0
saguache,Colorado,CO,8109,0.49685999261200003,0.409678611008,6824,37628.0
san juan,Colorado,CO,8111,0.52371541502,0.424901185771,728,45404.0
san miguel,Colorado,CO,8113,0.686615634424,0.2389236836,8179,71601.0
sedgwick,Colorado,CO,8115,0.195747800587,0.744134897361,2248,41735.0
summit,Colorado,CO,8117,0.591619450844,0.315297926655,31011,83516.0
teller,Colorado,CO,8119,0.249735971274,0.674505386186,25388,74037.0
washington,Colorado,CO,8121,0.106720827179,0.843426883309,4908,47864.0
weld,Colorado,CO,8123,0.342843261828,0.567172434412,324492,62461.0
yuma,Colorado,CO,8125,0.15030017152699998,0.805102915952,10019,48953.0
fairfield,Connecticut,CT,9001,0.5818552740940001,0.378905574012,943332,96300.0
hartford,Connecticut,CT,9003,0.585615915074,0.370503407904,891720,74910.0
litchfield,Connecticut,CT,9005,0.408851119732,0.547816983804,180333,83052.0
middlesex,Connecticut,CT,9007,0.512499717201,0.439435759372,162436,87335.0
new haven,Connecticut,CT,9009,0.541623105592,0.42130675243199994,854757,72073.0
new london,Connecticut,CT,9011,0.505520891052,0.43825033928400003,265206,74747.0
tolland,Connecticut,CT,9013,0.49890357990900003,0.441020384331,150721,87142.0
windham,Connecticut,CT,9015,0.429481490247,0.507622823107,116782,66584.0
kent,Delaware,DE,10001,0.449099699675,0.498148222967,180786,60437.0
new castle,Delaware,DE,10003,0.6230399131059999,0.327026634234,558753,77364.0
sussex,Delaware,DE,10005,0.371680495965,0.591670289376,234225,57866.0
district of columbia,district of columbia,DC,11001,0.928465918822,0.041220671347800004,705749,59223.0
alachua,Florida,FL,12001,0.589625040093,0.36443004998899997,269043,46381.0
baker,Florida,FL,12003,0.167167959474,0.814785499446,29210,59087.0
bay,Florida,FL,12005,0.24886690915800003,0.711523677296,174705,53267.0
bradford,Florida,FL,12007,0.241692841792,0.736733344354,28201,48911.0
brevard,Florida,FL,12009,0.38024476914899996,0.577787533762,601942,59181.0
broward,Florida,FL,12011,0.6647197440079999,0.314182517315,1952778,61531.0
calhoun,Florida,FL,12013,0.20372507005100002,0.765946925993,14105,39221.0
charlotte,Florida,FL,12015,0.3469680138699999,0.624939007298,188910,53691.0
citrus,Florida,FL,12017,0.286028395527,0.683213971604,149657,45754.0
clay,Florida,FL,12019,0.261068228613,0.704173443773,219252,72103.0
collier,Florida,FL,12021,0.35741473857100003,0.617559602358,384902,71269.0
columbia,Florida,FL,12023,0.26481042654,0.709471703373,71686,45577.0
de soto,Florida,FL,12027,0.349502834309,0.6267075550600001,38001,45330.0
dixie,Florida,FL,12029,0.17633990558200002,0.808386559289,16826,38494.0
duval,Florida,FL,12031,0.474949502489,0.48995647651,957755,60073.0
escambia,Florida,FL,12033,0.376719060214,0.582880963531,318316,52001.0
flagler,Florida,FL,12035,0.382927211607,0.588786511766,115081,59351.0
franklin,Florida,FL,12037,0.289521905714,0.686156921539,12125,39489.0
gadsden,Florida,FL,12039,0.6791068436069999,0.30440690248700003,45660,46118.0
gilchrist,Florida,FL,12041,0.173081492041,0.8006652411499999,18582,44760.0
glades,Florida,FL,12043,0.291848450057,0.68794489093,13811,45419.0
gulf,Florida,FL,12045,0.23560928699,0.730869624948,13639,44684.0
hamilton,Florida,FL,12047,0.34837644468900003,0.630893414052,14428,37839.0
hardee,Florida,FL,12049,0.283357529365,0.691302626369,26937,44546.0
hendry,Florida,FL,12051,0.41509094183300005,0.557536466775,42022,49578.0
hernando,Florida,FL,12053,0.338929248599,0.628784166684,193920,48072.0
highlands,Florida,FL,12055,0.32685516243,0.6472833358919999,106221,44513.0
hillsborough,Florida,FL,12057,0.514932646806,0.446883738438,1471968,60014.0
holmes,Florida,FL,12059,0.100164589701,0.8789090054080001,19617,41211.0
indian river,Florida,FL,12061,0.362929772082,0.6078325844520001,159923,58496.0
jackson,Florida,FL,12063,0.303995808925,0.6777634900220001,46414,43899.0
jefferson,Florida,FL,12065,0.462897526502,0.514330585002,14246,48701.0
lafayette,Florida,FL,12067,0.15259259259299998,0.828148148148,8422,45237.0
lake,Florida,FL,12069,0.36843871028499997,0.599700997069,367118,54464.0
lee,Florida,FL,12071,0.382830412803,0.586687415783,770577,59506.0
leon,Florida,FL,12073,0.605140694422,0.35397070923199997,293582,55371.0
levy,Florida,FL,12075,0.26286983012299997,0.710383642278,41503,39788.0
liberty,Florida,FL,12077,0.19757207890700001,0.771471927162,8354,42564.0
madison,Florida,FL,12079,0.414677172763,0.570269316712,18493,39159.0
manatee,Florida,FL,12081,0.39808201836199997,0.569574447824,403253,57077.0
marion,Florida,FL,12083,0.355090695475,0.617302346907,365579,47145.0
martin,Florida,FL,12085,0.35173370966,0.6202633512560001,161000,63585.0
miami-dade,Florida,FL,12086,0.636584344059,0.34093821206299996,2716940,53081.0
monroe,Florida,FL,12087,0.44655229297300003,0.515742093604,74228,62405.0
nassau,Florida,FL,12089,0.23312632958700003,0.7353503663750001,88625,67923.0
okaloosa,Florida,FL,12091,0.235562355326,0.7131943133609999,210738,61211.0
okeechobee,Florida,FL,12093,0.289979460094,0.685299295775,42168,44949.0
orange,Florida,FL,12095,0.603845731037,0.357440454379,1393452,60970.0
osceola,Florida,FL,12097,0.609275544538,0.358991577428,375751,56399.0
palm beach,Florida,FL,12099,0.5651114137259999,0.41197136488499997,1496770,66506.0
pasco,Florida,FL,12101,0.37372411903,0.589430016527,553947,48658.0
pinellas,Florida,FL,12103,0.47470499674500005,0.48572998046899996,974996,54771.0
polk,Florida,FL,12105,0.412862719675,0.553912933185,724777,53185.0
putnam,Florida,FL,12107,0.303809873821,0.6698823961779999,74521,41590.0
st. johns,Florida,FL,12109,0.315539034547,0.649840166579,264672,73940.0
st. lucie,Florida,FL,12111,0.47474969978200005,0.49916507379299996,328297,53667.0
santa rosa,Florida,FL,12113,0.210426388508,0.744876017934,184313,61811.0
sarasota,Florida,FL,12115,0.42744924707599996,0.543077077927,433742,61923.0
seminole,Florida,FL,12117,0.47068549806800003,0.48697058967699997,471826,72799.0
sumter,Florida,FL,12119,0.295254993542,0.6878367623839999,132420,47336.0
suwannee,Florida,FL,12121,0.21178045515399999,0.7647121820620001,44417,44222.0
taylor,Florida,FL,12123,0.231598232568,0.746093329023,21569,44324.0
union,Florida,FL,12125,0.17811347268599997,0.8022132443350001,15237,51011.0
volusia,Florida,FL,12127,0.417945940132,0.548447200197,553284,51979.0
wakulla,Florida,FL,12129,0.283368091762,0.684762773723,33739,54827.0
walton,Florida,FL,12131,0.20444590124899997,0.765666438213,74071,47829.0
washington,Florida,FL,12133,0.202889447236,0.774407753051,25473,41209.0
appling,Georgia,GA,13001,0.204769384549,0.784235327717,18386,44669.0
atkinson,Georgia,GA,13003,0.267281105991,0.719278033794,8165,39067.0
bacon,Georgia,GA,13005,0.151371571072,0.8369077306730001,11164,39716.0
baker,Georgia,GA,13007,0.451388888889,0.538194444444,3038,44775.0
baldwin,Georgia,GA,13009,0.49548989113499997,0.47844479004699997,44890,51890.0
banks,Georgia,GA,13011,0.098473941837,0.882522315001,19234,56855.0
barrow,Georgia,GA,13013,0.228250312196,0.732100735396,83240,66443.0
bartow,Georgia,GA,13015,0.208949901943,0.760996357894,107738,64437.0
ben hill,Georgia,GA,13017,0.35421239236900004,0.6304237717369999,16700,39996.0
